TicketID,Date,CustomerID,Priority,Category,ResolutionHours
155,2024-05-22,1228,Low,Account,6.2
156,2024-09-19,1246,Medium,How-to,2.3
157,2026-01-05,1195,High,Billing,11.9
158,2026-01-31,1049,Low,Account,2.5
159,2024-08-05,1107,Low,Outage,3.6
160,2025-09-11,1074,Medium,How-to,8.2
161,2025-05-08,1198,Low,Bug,7.8
162,2025-07-17,1058,High,Outage,11.3
163,2025-07-10,1237,Low,Bug,8.7
164,2024-06-27,1136,High,Billing,4.3
165,2024-05-29,1052,Medium,Account,7.9
166,2024-11-07,1180,High,Bug,7.0
167,2024-12-31,1230,High,Billing,17.2
168,2025-05-18,1167,Low,How-to,9.1
169,2024-12-03,1065,Medium,How-to,13.4
170,2025-11-07,1100,Medium,Account,10.3
171,2026-02-23,1161,Low,Account,11.7
172,2024-02-12,1145,Medium,How-to,3.6
173,2025-01-30,1073,Low,Outage,5.9
174,2026-02-05,1049,Low,Billing,21.4
175,2024-01-22,1160,Low,Billing,19.8
176,2024-01-04,1176,Medium,Outage,10.7
177,2025-11-28,1263,High,Billing,4.8
178,2025-05-29,1138,Low,Account,13.6
179,2025-04-26,1050,Medium,Account,25.4
180,2025-06-12,1273,Low,How-to,15.1
181,2025-06-01,1170,Low,Billing,28.0
182,2025-01-15,1146,Medium,How-to,14.1
183,2025-12-01,1052,Low,How-to,12.1
184,2025-02-24,1295,Medium,Billing,8.5
185,2026-02-07,1049,High,Bug,19.4
186,2025-01-12,1095,Medium,Bug,26.2
187,2025-01-27,1211,Low,Outage,5.9
188,2024-04-11,1050,Medium,Bug,23.6
189,2024-05-07,1038,Low,Account,3.5
190,2025-03-27,1065,High,Bug,13.2
191,2025-08-29,1230,Medium,How-to,23.8
192,2025-03-04,1260,Low,Billing,8.1
193,2024-08-10,1030,Low,How-to,9.8
194,2024-08-20,1112,Medium,Bug,5.7
195,2024-02-16,1186,Low,How-to,22.4
196,2025-08-22,1011,High,Billing,6.0
197,2024-09-28,1262,Medium,Account,10.0
198,2024-06-01,1077,Medium,Account,23.6
199,2024-02-06,1127,Low,How-to,35.2
200,2024-12-28,1171,Critical,How-to,15.5
201,2026-02-14,1019,Medium,Bug,25.3
202,2026-02-19,1159,Medium,Bug,7.5
203,2024-08-06,1180,Low,Billing,17.6
204,2024-09-23,1093,High,How-to,30.1
205,2024-12-15,1154,Low,How-to,28.0
206,2024-01-02,1116,Low,Bug,21.6
207,2024-05-17,1020,Medium,Account,4.7
208,2025-07-21,1026,Medium,Outage,48.3
209,2025-05-25,1087,High,Billing,12.7
210,2025-07-13,1171,Medium,Account,13.5
211,2024-09-02,1142,High,How-to,6.4
212,2025-05-13,1267,Low,How-to,10.2
213,2025-04-05,1017,Low,Account,8.1
214,2025-09-24,1268,Low,How-to,30.8
215,2025-02-22,1105,Medium,Bug,14.5
216,2024-07-05,1136,Low,How-to,23.3
217,2025-08-08,1227,Low,How-to,19.0
218,2025-03-11,1094,Low,How-to,27.3
219,2025-03-16,1159,Low,Bug,10.1
220,2025-05-15,1080,Medium,Bug,8.1
221,2025-03-26,1176,High,Bug,33.1
222,2025-05-16,1109,Low,Account,28.2
223,2026-02-11,1084,Low,Bug,17.8
224,2025-03-09,1130,Medium,Bug,10.4
225,2026-01-01,1138,High,Billing,13.8
226,2025-07-02,1122,Low,Account,5.3
227,2024-02-12,1107,Low,Outage,8.9
228,2025-10-31,1147,Medium,How-to,2.4
229,2024-04-21,1055,Medium,Account,12.0
230,2024-01-24,1168,Medium,Billing,22.1
231,2025-12-21,1263,Medium,Account,6.5
232,2024-08-04,1226,Medium,Bug,12.6
233,2024-12-17,1275,Low,How-to,5.2
234,2024-11-27,1196,Medium,How-to,12.5
235,2025-08-23,1142,Medium,Bug,43.1
236,2025-07-28,1074,Low,Bug,4.1
237,2026-02-19,1093,Low,How-to,9.9
238,2025-03-06,1217,Medium,Account,12.5
239,2025-09-07,1163,Low,How-to,19.2
240,2025-10-31,1265,Critical,Bug,5.7
241,2025-08-23,1223,Low,Account,34.8
242,2025-02-12,1009,Low,Billing,5.9
243,2024-02-10,1197,Low,How-to,3.6
244,2025-01-19,1114,Low,Bug,19.5
245,2025-07-25,1005,Low,Outage,7.5
246,2024-01-22,1132,High,Billing,14.9
247,2025-07-26,1283,Low,Account,15.4
248,2025-08-09,1073,Medium,Outage,11.6
249,2025-02-09,1281,Low,Billing,6.9
250,2026-01-29,1293,Medium,Bug,23.9
251,2024-11-20,1208,Low,Bug,10.2
252,2025-05-30,1185,Low,Account,13.7
253,2025-12-16,1172,Critical,Bug,21.4
254,2025-07-24,1015,Low,Outage,11.3
255,2024-10-26,1016,High,How-to,9.3
256,2024-07-10,1127,Medium,Bug,20.1
257,2024-08-01,1219,Low,How-to,20.3
258,2025-04-02,1256,Low,Billing,14.3
259,2025-06-02,1226,Medium,Account,15.2
260,2024-12-02,1054,Low,Account,6.8
261,2025-10-28,1009,Low,Outage,1.5
262,2025-07-24,1110,High,Outage,21.4
263,2024-01-19,1254,Low,How-to,10.9
264,2024-09-06,1152,High,Account,6.0
265,2025-07-30,1235,Medium,How-to,22.5
266,2025-10-20,1136,Low,Billing,11.4
267,2025-03-19,1291,Low,Billing,7.3
268,2026-01-30,1202,Low,Outage,16.0
269,2025-04-23,1268,Medium,Bug,4.9
270,2024-07-01,1216,Medium,Bug,5.9
271,2025-07-08,1099,Low,Billing,29.6
272,2025-10-28,1248,High,Account,29.9
273,2024-10-03,1274,Low,Billing,12.7
274,2025-05-23,1082,Low,Billing,6.3
275,2025-04-08,1192,Low,How-to,3.9
276,2025-11-28,1200,Medium,Account,16.3
277,2024-12-18,1092,Low,Account,7.5
278,2025-03-08,1241,Low,Billing,2.3
279,2024-10-27,1152,Low,Account,10.6
280,2025-04-26,1062,Medium,Outage,12.7
281,2025-04-10,1092,Medium,Billing,9.5
282,2024-01-18,1243,Medium,How-to,11.8
283,2025-12-05,1050,Low,How-to,15.2
284,2025-09-24,1183,Medium,Account,9.0
285,2025-10-18,1017,Medium,How-to,20.5
286,2024-06-11,1068,Low,Bug,9.0
287,2025-03-07,1275,Low,Billing,3.2
288,2025-02-01,1260,Low,How-to,1.8
289,2025-04-15,1119,High,Bug,9.9
290,2024-02-16,1171,Medium,Bug,7.4
291,2024-05-06,1175,Medium,How-to,13.6
292,2025-10-14,1080,Medium,How-to,8.8
293,2024-01-31,1062,Medium,Account,25.6
294,2025-06-04,1206,Low,Account,2.7
295,2025-02-16,1149,Critical,Billing,16.0
296,2026-01-08,1265,Critical,How-to,6.5
297,2025-09-16,1066,Medium,Billing,18.5
298,2024-01-16,1109,High,How-to,11.3
299,2024-09-23,1087,Medium,Bug,6.2
300,2024-02-25,1111,Medium,Outage,13.5
301,2025-08-04,1006,Medium,Bug,20.7
302,2024-10-26,1021,Low,How-to,9.0
303,2025-01-14,1232,High,Billing,36.1
304,2025-03-26,1084,High,How-to,4.7
305,2026-01-18,1000,Low,Billing,5.7
306,2025-06-30,1106,Low,Bug,12.5
307,2025-05-17,1236,Critical,Account,6.4
308,2024-10-23,1086,Low,How-to,13.3
309,2024-06-09,1233,Medium,Account,32.7
310,2025-10-25,1089,Low,Billing,2.2
311,2025-07-08,1158,High,Outage,9.9
312,2024-06-17,1244,Low,Outage,36.3
313,2024-03-19,1090,Medium,How-to,22.7
314,2024-08-30,1124,Medium,Account,3.7
315,2024-08-15,1090,High,How-to,12.2
316,2026-02-28,1098,Low,How-to,6.8
317,2024-08-16,1160,Low,How-to,28.9
318,2025-07-03,1100,Medium,Account,34.5
319,2024-12-20,1045,Medium,Outage,33.5
320,2024-05-27,1012,Low,Billing,13.5
321,2024-11-01,1122,Medium,Account,6.3
322,2024-02-26,1042,Low,Bug,13.8
323,2024-09-21,1289,Critical,How-to,9.0
324,2026-02-08,1144,Critical,Billing,13.0
325,2025-07-06,1223,Medium,How-to,10.6
326,2024-08-28,1048,High,Bug,5.9
327,2025-01-21,1190,Medium,Billing,1.5
328,2026-01-12,1299,Low,Bug,17.7
329,2025-11-21,1253,Low,Billing,14.8
330,2024-06-10,1103,Medium,Bug,1.8
331,2025-12-01,1034,Low,Bug,13.9
332,2025-02-19,1093,Critical,Billing,12.7
333,2025-09-01,1169,Low,How-to,27.2
334,2025-05-29,1132,Low,Bug,11.8
335,2024-03-28,1046,Low,Bug,10.3
336,2025-04-11,1192,Medium,Account,10.3
337,2024-08-03,1117,High,Bug,3.8
338,2025-08-14,1043,Low,How-to,8.1
339,2024-04-26,1175,Medium,How-to,9.5
340,2024-02-12,1103,High,How-to,11.1
341,2024-02-19,1148,Low,How-to,8.1
342,2025-05-17,1121,Low,How-to,3.8
343,2024-07-28,1207,High,How-to,11.6
344,2024-05-03,1176,Low,How-to,8.9
345,2024-09-11,1136,Low,Outage,4.4
346,2024-01-09,1284,Low,How-to,5.5
347,2025-07-28,1236,Medium,Billing,27.2
348,2025-06-24,1297,Medium,Billing,10.9
349,2025-02-11,1207,Low,Bug,6.4
350,2025-04-19,1007,Medium,Bug,4.0
351,2025-04-04,1047,Medium,Account,39.8
352,2025-07-02,1057,Low,Billing,8.7
353,2026-01-18,1113,Low,Billing,21.8
354,2024-01-02,1231,High,Account,7.7
355,2024-03-18,1093,Medium,Bug,10.1
356,2024-10-31,1034,High,Outage,5.6
357,2024-05-11,1271,Low,How-to,4.9
358,2024-06-14,1203,Low,Outage,29.9
359,2025-09-13,1292,High,Billing,17.1
360,2025-06-20,1033,High,Bug,17.7
361,2024-03-15,1144,Low,Bug,19.3
362,2024-09-06,1151,High,Bug,22.0
363,2025-05-06,1033,Medium,Account,22.2
364,2024-06-17,1224,Medium,Billing,10.3
365,2026-02-08,1005,Low,Bug,7.2
366,2025-02-23,1225,Low,How-to,14.8
367,2025-11-12,1154,Medium,How-to,15.4
368,2024-11-23,1167,High,Bug,8.5
369,2024-09-16,1083,High,Billing,13.2
370,2025-12-24,1241,Low,Account,18.5
371,2025-08-19,1176,Medium,How-to,4.1
372,2025-12-22,1127,Medium,Bug,9.0
373,2024-02-03,1204,Low,Account,6.2
374,2025-06-12,1046,High,Bug,14.5
375,2025-04-05,1282,Medium,Billing,22.7
376,2025-12-14,1000,Low,Bug,19.8
377,2025-07-12,1234,Medium,Bug,6.0
378,2024-02-20,1192,Low,Outage,15.8
379,2024-11-05,1014,Medium,Bug,21.4
380,2025-12-28,1294,Medium,How-to,10.7
381,2025-06-01,1162,Medium,How-to,8.1
382,2024-06-06,1199,Low,Bug,23.6
383,2025-02-15,1223,Medium,Billing,5.3
384,2025-10-01,1134,Low,Bug,23.3
385,2025-07-05,1119,Medium,Outage,12.7
386,2025-05-06,1032,Medium,Bug,5.3
387,2025-06-06,1097,High,How-to,12.8
388,2024-08-21,1083,Medium,Billing,6.4
389,2024-04-06,1058,Medium,Bug,33.3
390,2025-11-23,1113,Low,Bug,7.3
391,2024-08-18,1137,Low,Bug,15.3
392,2024-01-07,1124,Low,Bug,33.6
393,2024-12-25,1013,High,How-to,12.4
394,2024-09-18,1166,Low,How-to,13.9
395,2025-04-15,1020,Medium,Bug,29.5
396,2025-05-28,1220,Low,Account,15.5
397,2024-05-15,1039,Medium,How-to,8.6
398,2025-10-22,1052,Low,How-to,25.1
399,2024-12-03,1130,Low,Bug,3.7
400,2024-08-09,1036,Medium,How-to,7.0
401,2025-12-12,1111,Medium,Account,14.8
402,2024-02-02,1168,Medium,Bug,15.9
403,2025-11-25,1017,Low,Account,24.5
404,2026-01-22,1083,High,Account,36.2
405,2026-02-24,1239,Low,How-to,10.7
406,2025-10-28,1149,Low,Bug,36.3
407,2025-01-18,1133,Medium,How-to,13.9
408,2025-10-28,1087,Low,Bug,13.7
409,2025-02-25,1027,Medium,Bug,8.8
410,2025-10-03,1013,Low,Billing,9.7
411,2024-10-18,1215,Low,How-to,11.7
412,2024-08-29,1186,High,Bug,8.9
413,2025-08-22,1172,High,How-to,3.0
414,2024-04-13,1209,Low,How-to,11.0
415,2024-11-14,1034,Low,Bug,8.2
416,2025-01-18,1094,Medium,Account,8.4
417,2025-11-17,1146,High,How-to,6.3
418,2024-08-05,1144,Medium,Bug,2.8
419,2025-09-19,1107,Medium,How-to,6.2
420,2025-02-12,1076,High,Billing,16.6
421,2024-07-13,1126,High,Billing,14.8
422,2025-08-01,1186,Low,How-to,19.1
423,2024-12-03,1223,Medium,Bug,9.6
424,2026-01-13,1083,Low,Account,13.8
425,2025-10-14,1144,Low,How-to,9.3
426,2024-03-25,1184,High,How-to,22.8
427,2024-01-26,1189,Critical,Outage,5.5
428,2025-05-07,1267,Low,Billing,14.6
429,2025-12-13,1114,Medium,How-to,5.2
430,2024-01-27,1102,Low,How-to,19.0
431,2024-08-18,1052,Medium,Billing,6.9
432,2025-02-05,1201,Low,How-to,6.1
433,2024-11-05,1101,Medium,Bug,3.9
434,2026-01-26,1067,High,Bug,8.0
435,2024-03-27,1252,Low,How-to,9.3
436,2025-02-24,1203,Medium,Account,6.8
437,2025-05-20,1195,Medium,Bug,23.4
438,2025-05-27,1286,Medium,Account,8.9
439,2024-09-05,1223,High,Bug,2.5
440,2025-01-28,1190,Critical,Bug,11.6
441,2025-01-29,1120,Medium,How-to,13.2
442,2025-11-26,1018,Low,Account,2.7
443,2025-01-07,1177,Medium,Outage,5.7
444,2024-06-03,1134,Low,How-to,11.5
445,2024-03-19,1213,Low,How-to,22.5
446,2024-04-15,1054,Low,Account,10.5
447,2025-05-27,1241,Low,How-to,15.7
448,2024-04-11,1081,High,Bug,18.0
449,2024-03-26,1021,Medium,Bug,4.8
450,2026-02-21,1168,Medium,Bug,14.6
451,2024-08-10,1269,Low,Billing,20.0
452,2024-10-04,1070,Critical,Bug,24.1
453,2024-09-29,1244,High,How-to,2.5
454,2024-01-03,1054,High,Bug,2.8
455,2024-11-28,1203,Low,Outage,11.3
456,2024-05-28,1185,Medium,Outage,10.4
457,2024-10-15,1221,High,Account,4.2
458,2024-01-11,1194,Medium,How-to,14.4
459,2024-10-13,1259,Low,Account,27.9
460,2026-01-30,1094,Medium,Billing,14.3
461,2024-12-12,1262,Low,Bug,6.5
462,2024-06-09,1033,Low,Account,13.7
463,2024-06-09,1148,High,Outage,30.3
464,2025-06-19,1039,Low,How-to,21.9
465,2024-05-05,1179,Medium,Billing,13.8
466,2025-09-08,1021,Low,Bug,52.1
467,2024-02-04,1103,High,Outage,28.6
468,2024-05-03,1234,Medium,Outage,2.3
469,2025-01-15,1107,Low,How-to,24.8
470,2024-08-22,1166,Low,Bug,25.4
471,2024-03-30,1258,Critical,Account,4.1
472,2026-02-26,1110,Low,Outage,7.4
473,2024-04-22,1234,Low,Billing,15.2
474,2025-06-18,1033,Medium,How-to,5.9
475,2025-02-22,1215,Medium,Account,9.7
476,2026-01-08,1021,Low,Bug,1.0
477,2024-05-22,1154,Low,How-to,12.8
478,2024-11-12,1292,High,Outage,11.6
479,2024-09-12,1038,Low,Bug,1.7
480,2025-01-12,1175,Low,How-to,12.2
481,2025-09-21,1230,High,Billing,6.9
482,2024-09-07,1297,High,Outage,6.1
483,2024-05-17,1125,Low,How-to,25.2
484,2026-01-17,1256,High,Account,11.2
485,2025-03-04,1101,Critical,Outage,11.3
486,2025-05-16,1138,High,How-to,9.4
487,2025-05-29,1067,Low,Bug,15.6
488,2024-04-20,1186,High,Outage,23.6
489,2024-01-24,1062,Low,Billing,31.9
490,2024-12-12,1048,Low,Bug,7.3
491,2025-12-09,1169,Low,How-to,9.3
492,2024-04-20,1248,Medium,How-to,13.6
493,2024-10-25,1043,Low,Billing,4.4
494,2025-07-14,1296,Low,Bug,7.2
495,2024-04-23,1290,Low,Outage,16.8
496,2024-05-05,1018,Low,Bug,6.6
497,2024-09-03,1044,Low,Billing,25.0
498,2026-02-09,1128,Low,Account,24.0
499,2025-03-09,1063,Low,Outage,3.7
500,2025-05-12,1157,Low,How-to,4.4
501,2025-01-03,1281,Low,Bug,16.2
502,2025-01-29,1202,Low,Account,6.7
503,2025-05-06,1011,High,Billing,19.3
504,2024-11-21,1000,Low,Account,24.0
505,2024-09-21,1119,Low,How-to,26.9
506,2024-03-12,1200,Critical,Account,1.7
507,2024-12-09,1093,Low,Account,16.9
508,2024-10-01,1140,Medium,Bug,31.4
509,2025-10-25,1093,Critical,Billing,30.3
510,2025-09-10,1092,Medium,Bug,13.6
511,2025-11-04,1077,Low,Bug,24.4
512,2024-07-31,1235,Low,Outage,12.2
513,2025-12-17,1251,Low,Billing,3.3
514,2024-06-02,1035,High,How-to,0.1
515,2026-02-01,1028,Low,Bug,24.8
516,2025-03-08,1221,Low,How-to,31.2
517,2025-02-26,1182,Low,Bug,9.9
518,2024-04-27,1175,Low,How-to,35.1
519,2024-12-27,1108,Medium,Billing,9.1
520,2024-04-22,1134,Low,Account,7.8
521,2025-08-07,1097,High,Bug,2.9
522,2025-05-07,1277,High,Billing,14.3
523,2025-04-26,1167,Low,Bug,8.1
524,2025-10-07,1206,Low,Billing,20.2
525,2025-08-04,1101,Low,Account,26.1
526,2024-11-21,1156,Low,Bug,33.0
527,2025-02-21,1248,Medium,How-to,15.2
528,2025-02-01,1085,Medium,Outage,12.8
529,2024-04-22,1034,Medium,How-to,15.3
530,2025-01-07,1103,Low,Billing,10.6
531,2024-08-11,1203,Medium,How-to,16.7
532,2025-01-15,1042,Low,Bug,2.3
533,2025-07-15,1192,Medium,Bug,49.2
534,2025-09-18,1293,Medium,How-to,10.0
535,2024-01-26,1290,Low,How-to,2.7
536,2024-11-20,1183,Low,Outage,15.0
537,2025-04-15,1073,Critical,Bug,11.0
538,2025-03-19,1255,Low,Bug,20.0
539,2024-07-03,1008,Medium,How-to,8.9
540,2024-04-04,1034,High,Billing,7.0
541,2025-02-10,1087,Medium,How-to,21.7
542,2024-06-18,1207,Low,Bug,21.3
543,2024-07-25,1112,Low,Bug,34.2
544,2025-01-16,1201,Medium,How-to,29.0
545,2025-07-11,1242,Medium,Billing,13.0
546,2025-07-28,1094,Low,How-to,24.0
547,2025-07-17,1162,Medium,Account,9.2
548,2024-09-21,1150,Low,How-to,24.7
549,2025-07-18,1189,Critical,How-to,32.1
550,2024-05-09,1187,Low,Outage,9.6
551,2025-07-13,1134,Medium,Bug,9.1
552,2025-11-02,1124,Medium,Bug,5.6
553,2024-06-29,1081,Low,How-to,16.8
554,2024-08-07,1290,Low,How-to,14.3
555,2024-03-02,1055,Low,How-to,7.2
556,2025-01-11,1265,Medium,Outage,15.3
557,2026-02-26,1004,Low,How-to,9.1
558,2025-10-27,1182,Low,How-to,3.0
559,2024-11-28,1033,Medium,How-to,24.1
560,2024-02-07,1189,Medium,How-to,31.6
561,2025-12-03,1232,Low,Account,15.7
562,2024-01-19,1132,Medium,How-to,21.8
563,2025-04-19,1026,Medium,Bug,12.4
564,2025-11-01,1055,Low,Account,12.0
565,2024-02-22,1080,Low,How-to,12.0
566,2025-12-02,1107,Low,Account,26.3
567,2024-11-06,1091,Low,Bug,11.9
568,2024-12-01,1035,Low,Bug,9.8
569,2025-10-08,1171,Low,Account,17.9
570,2024-01-13,1145,High,How-to,1.7
571,2024-05-08,1284,Low,How-to,3.8
572,2024-03-27,1272,Medium,How-to,21.8
573,2024-12-28,1158,Low,How-to,9.3
574,2024-10-14,1153,High,Outage,8.4
575,2024-11-28,1235,Medium,Account,16.0
576,2025-12-10,1006,Medium,Billing,18.2
577,2026-01-06,1097,Low,Bug,5.2
578,2024-02-24,1274,Medium,Billing,17.1
579,2025-10-05,1112,Low,Billing,6.8
580,2025-12-17,1112,Medium,Bug,3.7
581,2024-12-12,1200,Low,Billing,12.4
582,2024-05-11,1010,Low,Billing,7.0
583,2024-06-21,1136,Medium,Bug,9.6
584,2024-11-15,1188,Medium,Billing,15.6
585,2024-06-07,1226,Critical,Billing,6.8
586,2025-05-03,1215,Low,Billing,9.5
587,2025-11-12,1148,Low,Account,20.3
588,2026-02-15,1128,Low,Account,7.0
589,2025-09-07,1087,Medium,Billing,17.2
590,2024-11-08,1022,Low,Outage,17.0
591,2024-08-31,1059,Low,Bug,14.9
592,2025-06-14,1260,High,How-to,26.0
593,2025-04-14,1235,Critical,Outage,42.4
594,2024-08-11,1298,High,Bug,10.1
595,2026-02-14,1187,Low,How-to,6.8
596,2024-08-24,1061,Medium,How-to,27.5
597,2025-11-13,1220,Low,Bug,21.4
598,2024-11-10,1058,Low,Outage,6.7
599,2024-07-05,1176,High,How-to,3.8
600,2025-01-13,1008,Low,Account,6.2
601,2025-09-03,1028,Critical,How-to,19.3
602,2025-05-23,1131,Low,How-to,6.5
603,2024-09-29,1187,Low,Billing,12.0
604,2024-07-09,1174,Low,Billing,23.3
